transcript_id	gene_id	is_novel	total_count	unique_count	sample_id	em_count	tpm	certainty	multimapping_rate
ENST00000264883.8	ENSG00000138750.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265316.9	ENSG00000115657.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265351.12	ENSG00000124571.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265393.10	ENSG00000106052.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265394.10	ENSG00000106066.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265465.8	ENSG00000014138.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000265651.8	ENSG00000110429.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000266556.8	ENSG00000139192.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000266604.7	ENSG00000139233.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000266732.8	ENSG00000120802.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000267549.5	ENSG00000140030.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000267953.4	ENSG00000140379.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000267970.9	ENSG00000140391.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000268261.9	ENSG00000140650.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000268314.9	ENSG00000140691.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000268482.8	ENSG00000140829.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000268695.10	ENSG00000141012.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000271836.10	ENSG00000143537.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000272067.11	ENSG00000143727.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000272217.7	ENSG00000143862.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000272519.10	ENSG00000144118.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000272521.7	ENSG00000144120.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000273130.9	ENSG00000144635.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000273308.9	ENSG00000257727.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000273596.8	ENSG00000248487.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000273853.11	ENSG00000145241.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000273986.10	ENSG00000145354.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000274026.10	ENSG00000145386.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000274063.5	ENSG00000145423.5	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000275036.11	ENSG00000118418.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000275603.9	ENSG00000146731.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276282.7	ENSG00000147324.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276390.7	ENSG00000147416.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276416.11	ENSG00000147439.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276585.9	ENSG00000147586.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276590.5	ENSG00000147592.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000276914.7	ENSG00000147872.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000277480.7	ENSG00000148346.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000278407.9	ENSG00000149131.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000278618.9	ENSG00000149313.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000278927.10	ENSG00000149564.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000279392.8	ENSG00000149929.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000282570.4	ENSG00000087338.5	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000283006.7	ENSG00000153044.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000283027.10	ENSG00000103274.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000283131.4	ENSG00000153147.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000283429.11	ENSG00000153406.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000283632.5	ENSG00000153561.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000284320.6	ENSG00000154174.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000284818.7	ENSG00000154589.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000285208.9	ENSG00000154917.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000285398.7	ENSG00000163161.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000287025.4	ENSG00000156469.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000287667.12	ENSG00000103512.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000287844.7	ENSG00000033050.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000288111.12	ENSG00000157379.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000289175.10	ENSG00000124831.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000289431.10	ENSG00000158480.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000290200.7	ENSG00000243646.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000291565.9	ENSG00000160209.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000291700.9	ENSG00000160307.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000292596.15	ENSG00000213316.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000292733.11	ENSG00000099917.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000293288.12	ENSG00000087088.21	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000293872.13	ENSG00000007392.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000294179.8	ENSG00000162236.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000295704.7	ENSG00000163481.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000295830.13	ENSG00000163584.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000296026.4	ENSG00000163734.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000296130.5	ENSG00000163815.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000296412.14	ENSG00000197894.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000296581.11	ENSG00000164167.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000297347.7	ENSG00000164758.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000297661.9	ENSG00000165006.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000297785.8	ENSG00000165092.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000298295.4	ENSG00000165507.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000299238.7	ENSG00000166189.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000299427.12	ENSG00000166340.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000299572.9	ENSG00000166451.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000299576.9	ENSG00000166452.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000299736.5	ENSG00000166582.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000300408.8	ENSG00000167085.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000300688.8	ENSG00000167283.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000300737.8	ENSG00000167323.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000300835.9	ENSG00000156858.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000300935.8	ENSG00000167461.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000301329.11	ENSG00000167699.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000301458.10	ENSG00000167775.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000301729.9	ENSG00000167969.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000301821.11	ENSG00000168028.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000301998.5	ENSG00000170340.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302125.9	ENSG00000170476.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302243.12	ENSG00000168872.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302631.8	ENSG00000116521.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302692.7	ENSG00000171612.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302763.12	ENSG00000044115.21	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000302913.8	ENSG00000087085.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000303538.13	ENSG00000121892.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000303910.5	ENSG00000277075.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000303961.9	ENSG00000269858.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000304191.4	ENSG00000169612.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000304800.14	ENSG00000168701.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000304858.7	ENSG00000170606.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306061.10	ENSG00000169715.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306357.9	ENSG00000170310.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306562.8	ENSG00000171161.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306704.10	ENSG00000169689.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306735.10	ENSG00000101546.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306846.8	ENSG00000172239.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000306910.9	ENSG00000171574.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000307366.8	ENSG00000168569.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000307746.9	ENSG00000170891.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000308022.7	ENSG00000172663.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000308964.7	ENSG00000173581.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000309134.9	ENSG00000175348.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000309546.8	ENSG00000203896.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000309982.10	ENSG00000164929.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310256.7	ENSG00000173409.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310442.5	ENSG00000174165.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310597.6	ENSG00000174276.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310614.12	ENSG00000175581.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310673.4	ENSG00000258484.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310837.8	ENSG00000173812.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000310931.10	ENSG00000115677.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000311337.11	ENSG00000113552.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000311507.9	ENSG00000145287.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313115.11	ENSG00000177556.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313146.11	ENSG00000143319.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313334.13	ENSG00000134717.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313421.11	ENSG00000013725.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313624.12	ENSG00000133106.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000313899.12	ENSG00000138668.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000314045.11	ENSG00000123064.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000315212.4	ENSG00000171865.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000315691.8	ENSG00000181744.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000316149.8	ENSG00000123545.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000316634.6	ENSG00000174446.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000316637.7	ENSG00000023892.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000317040.12	ENSG00000141971.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000317089.10	ENSG00000069345.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000317204.11	ENSG00000078902.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000317459.11	ENSG00000149743.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000317897.5	ENSG00000177383.5	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000318080.7	ENSG00000095321.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000318240.8	ENSG00000177576.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000320270.4	ENSG00000179041.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000320580.9	ENSG00000175115.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000320640.11	ENSG00000129636.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000320805.9	ENSG00000176953.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000320895.10	ENSG00000049656.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000321256.10	ENSG00000114503.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000321562.9	ENSG00000141756.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000321945.12	ENSG00000163322.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000321998.10	ENSG00000167186.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000322030.13	ENSG00000119335.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000322347.11	ENSG00000178741.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000322940.11	ENSG00000119328.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323061.7	ENSG00000177432.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323303.9	ENSG00000115540.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323557.12	ENSG00000112146.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323563.8	ENSG00000102738.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323578.13	ENSG00000177830.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323786.10	ENSG00000103051.21	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000323813.6	ENSG00000176912.8	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000324096.9	ENSG00000130479.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000324238.7	ENSG00000176390.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000324822.15	ENSG00000187838.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000324862.7	ENSG00000117360.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000324894.13	ENSG00000130299.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000325102.13	ENSG00000125457.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000325222.9	ENSG00000055130.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000325318.10	ENSG00000213123.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000325881.9	ENSG00000157734.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000326321.7	ENSG00000240403.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000327435.11	ENSG00000182551.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000327787.13	ENSG00000185504.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000328381.10	ENSG00000181481.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000328697.11	ENSG00000109881.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000328709.8	ENSG00000183513.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000328834.10	ENSG00000182973.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000328965.9	ENSG00000184232.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000329410.4	ENSG00000185905.4	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000329608.11	ENSG00000184371.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000330137.12	ENSG00000182628.13	FALSE	4	0	SAMEA117622252	2	2.98318675942389	0	1
ENST00000330317.6	ENSG00000160193.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000330333.11	ENSG00000182240.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000330503.12	ENSG00000183258.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000330852.10	ENSG00000157869.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000330938.8	ENSG00000183255.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000331380.4	ENSG00000184260.6	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000331768.10	ENSG00000183576.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000332624.8	ENSG00000115993.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333188.10	ENSG00000184432.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333323.6	ENSG00000185614.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333467.4	ENSG00000179750.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333479.12	ENSG00000184445.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333503.8	ENSG00000184207.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000333775.9	ENSG00000183011.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000334513.6	ENSG00000186364.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000335756.9	ENSG00000115163.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000335765.9	ENSG00000109103.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000335965.11	ENSG00000136247.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000336308.10	ENSG00000131748.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000336395.6	ENSG00000107140.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000336617.8	ENSG00000136104.22	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000336811.10	ENSG00000214274.10	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000337132.10	ENSG00000157191.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000337288.10	ENSG00000084090.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000337491.7	ENSG00000077463.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000337673.7	ENSG00000160908.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000337768.10	ENSG00000119760.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000338134.8	ENSG00000118162.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000338368.7	ENSG00000253729.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000338369.6	ENSG00000172500.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000338523.9	ENSG00000086300.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000338844.8	ENSG00000172236.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000339083.12	ENSG00000155366.17	FALSE	3	1	SAMEA117622252	2	2.98318675942389	0.333333333333333	0.666666666666667
ENST00000339307.8	ENSG00000115232.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000340042.2	ENSG00000250571.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000340533.9	ENSG00000166347.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000340648.6	ENSG00000160208.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000341181.11	ENSG00000080822.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000341249.11	ENSG00000181038.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000342016.8	ENSG00000138433.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000342160.7	ENSG00000086758.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000342312.9	ENSG00000239900.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000342558.3	ENSG00000107758.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000342669.8	ENSG00000125743.11	FALSE	30	1	SAMEA117622252	2	2.98318675942389	0.0333333333333333	0.966666666666667
ENST00000342741.6	ENSG00000143627.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000343666.6	ENSG00000187713.7	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000343823.11	ENSG00000129691.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000344417.10	ENSG00000146576.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000344629.12	ENSG00000114026.22	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000345363.8	ENSG00000213903.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000347630.6	ENSG00000121067.19	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000347703.7	ENSG00000144354.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000347970.7	ENSG00000184277.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000348227.4	ENSG00000005448.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000350030.8	ENSG00000132780.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000350690.10	ENSG00000183048.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000351288.10	ENSG00000136699.20	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000352066.8	ENSG00000213024.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000353065.7	ENSG00000163421.9	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000353258.8	ENSG00000006007.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354503.10	ENSG00000168958.21	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354546.10	ENSG00000197043.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354586.5	ENSG00000198252.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354817.8	ENSG00000197601.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354866.7	ENSG00000103126.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354895.4	ENSG00000167397.15	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354910.10	ENSG00000129055.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000354926.9	ENSG00000146963.18	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355057.3	ENSG00000197238.5	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355105.8	ENSG00000159592.11	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355209.9	ENSG00000100413.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355417.7	ENSG00000198624.13	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355552.8	ENSG00000163870.16	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355572.6	ENSG00000196923.14	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355697.7	ENSG00000183605.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355848.7	ENSG00000197223.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000355943.8	ENSG00000164209.17	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
ENST00000356091.11	ENSG00000215440.12	FALSE	2	2	SAMEA117622252	2	2.98318675942389	1	0
