sample_id	ec_id	transcripts	count	ec_size	ec_type
SAMEA117622252	5349	ENST00000376395.9	1	1	unique
SAMEA117622252	5350	ENST00000738086.1	1	1	unique
SAMEA117622252	5351	ENST00000322030.13	1	1	unique
SAMEA117622252	5352	ENST00000321945.12	1	1	unique
SAMEA117622252	5353	ENST00000577035.5	1	1	unique
SAMEA117622252	5354	ENST00000524595.6	2	1	unique
SAMEA117622252	5355	ENST00000619449.4	4	1	unique
SAMEA117622252	5356	transcript645.chr16.nnic	1	1	unique
SAMEA117622252	5357	ENST00000319006.8	1	1	unique
SAMEA117622252	5358	transcript459.chr2.nnic	1	1	unique
SAMEA117622252	5359	transcript1385.chr2.nnic	1	1	unique
SAMEA117622252	5360	ENST00000395710.5	1	1	unique
SAMEA117622252	5361	ENST00000393346.8	2	1	unique
SAMEA117622252	5362	transcript369.chr5.nic	2	1	unique
SAMEA117622252	5363	transcript144.chr3.nnic|ENST00000360472.9	4	2	multi
SAMEA117622252	5364	ENST00000531757.5	2	1	unique
SAMEA117622252	5365	ENST00000533719.2	2	1	unique
SAMEA117622252	5366	ENST00000320580.9	3	1	unique
SAMEA117622252	5367	transcript59.chr13.nic	1	1	unique
SAMEA117622252	5368	ENST00000536983.5	2	1	unique
SAMEA117622252	5369	ENST00000374662.4	1	1	unique
SAMEA117622252	5370	ENST00000396128.9	1	1	unique
SAMEA117622252	5371	ENST00000317040.12	2	1	unique
SAMEA117622252	5372	ENST00000336767.6	1	1	unique
SAMEA117622252	5373	ENST00000545712.7	2	1	unique
SAMEA117622252	5374	ENST00000316149.8	3	1	unique
SAMEA117622252	5375	ENST00000375840.9	1	1	unique
SAMEA117622252	5376	ENST00000548652.5	2	1	unique
SAMEA117622252	5377	ENST00000310673.4	2	1	unique
SAMEA117622252	5378	transcript987.chr3.nnic	1	1	unique
SAMEA117622252	5379	ENST00000310597.6	3	1	unique
SAMEA117622252	5380	ENST00000355485.7	2	1	unique
SAMEA117622252	5381	ENST00000379707.7	1	1	unique
SAMEA117622252	5382	ENST00000258807.5	1	1	unique
SAMEA117622252	5383	ENST00000554574.1	2	1	unique
SAMEA117622252	5384	ENST00000543672.6	1	1	unique
SAMEA117622252	5385	transcript621.chr10.nic	2	1	unique
SAMEA117622252	5386	ENST00000330398.9	1	1	unique
SAMEA117622252	5387	ENST00000323929.8	1	1	unique
SAMEA117622252	5388	ENST00000560141.2	2	1	unique
SAMEA117622252	5389	ENST00000255681.7	1	1	unique
SAMEA117622252	5390	ENST00000643233.1	2	1	unique
SAMEA117622252	5391	ENST00000357227.9	2	1	unique
SAMEA117622252	5392	ENST00000332859.11	2	1	unique
SAMEA117622252	5393	ENST00000291700.9	1	1	unique
SAMEA117622252	5394	transcript1047.chr7.nnic	1	1	unique
SAMEA117622252	5395	ENST00000336083.8	1	1	unique
SAMEA117622252	5396	ENST00000375151.5	1	1	unique
SAMEA117622252	5397	transcript890.chr1.nnic	1	1	unique
SAMEA117622252	5398	ENST00000277480.7	3	1	unique
SAMEA117622252	5399	ENST00000276914.7	1	1	unique
SAMEA117622252	5400	ENST00000276590.5	1	1	unique
SAMEA117622252	5401	ENST00000602841.5	2	1	unique
SAMEA117622252	5402	ENST00000276282.7	1	1	unique
SAMEA117622252	5403	ENST00000275036.11	1	1	unique
SAMEA117622252	5404	ENST00000581693.5	6	1	unique
SAMEA117622252	5405	ENST00000273308.9	2	1	unique
SAMEA117622252	5406	ENST00000572447.6	2	1	unique
SAMEA117622252	5407	transcript52.chr15.nnic	1	1	unique
SAMEA117622252	5408	ENST00000265394.10	1	1	unique
SAMEA117622252	5409	transcript877.chr17.nic	2	1	unique
SAMEA117622252	5410	ENST00000528220.2	6	1	unique
SAMEA117622252	5411	transcript2252.chr1.nic	1	1	unique
SAMEA117622252	5412	ENST00000265351.12	15	1	unique
SAMEA117622252	5413	transcript523.chr17.nic	3	1	unique
SAMEA117622252	5414	ENST00000620739.4	1	1	unique
SAMEA117622252	5415	ENST00000585603.6	2	1	unique
SAMEA117622252	5416	ENST00000409248.10	2	1	unique
SAMEA117622252	5417	ENST00000265316.9	2	1	unique
SAMEA117622252	5418	ENST00000461696.1	1	1	unique
SAMEA117622252	5419	ENST00000402541.5	1	1	unique
SAMEA117622252	5420	ENST00000217026.5	1	1	unique
SAMEA117622252	5421	ENST00000392359.8	4	1	unique
SAMEA117622252	5422	transcript2.chr8.nnic	1	1	unique
SAMEA117622252	5423	ENST00000335854.8	4	1	unique
SAMEA117622252	5424	ENST00000296930.10	21	1	unique
SAMEA117622252	5425	ENST00000296930.10|ENST00000549884.6	9	2	multi
SAMEA117622252	5426	ENST00000549884.6	2	1	unique
SAMEA117622252	5427	ENST00000264596.4	2	1	unique
SAMEA117622252	5428	ENST00000549578.6	1	1	unique
SAMEA117622252	5429	ENST00000380466.6	74	1	unique
SAMEA117622252	5430	transcript435.chr8.nic	2	1	unique
SAMEA117622252	5431	ENST00000548311.5	4	1	unique
SAMEA117622252	5432	ENST00000347617.10	1	1	unique
SAMEA117622252	5433	ENST00000372561.4	1	1	unique
SAMEA117622252	5434	ENST00000265070.7	3	1	unique
SAMEA117622252	5435	ENST00000264414.9	3	1	unique
SAMEA117622252	5436	ENST00000264414.9|ENST00000265742.8	2	2	multi
SAMEA117622252	5437	ENST00000616019.1	4	1	unique
SAMEA117622252	5438	transcript412.chr5.nic	2	1	unique
SAMEA117622252	5439	transcript244.chr12.nnic	4	1	unique
SAMEA117622252	5440	ENST00000265421.9	2	1	unique
SAMEA117622252	5441	ENST00000266254.12	1	1	unique
SAMEA117622252	5442	ENST00000647202.1	3	1	unique
SAMEA117622252	5443	ENST00000337537.8	4	1	unique
SAMEA117622252	5444	ENST00000258083.3	1	1	unique
SAMEA117622252	5445	ENST00000719634.1	2	1	unique
SAMEA117622252	5446	ENST00000334398.8	4	1	unique
SAMEA117622252	5447	ENST00000267115.10	21	1	unique
SAMEA117622252	5448	ENST00000221855.8	16	1	unique
SAMEA117622252	5449	ENST00000334351.8|ENST00000266077.5	5	2	multi
SAMEA117622252	5450	ENST00000265643.4	1	1	unique
SAMEA117622252	5451	ENST00000396290.2	1	1	unique
SAMEA117622252	5452	ENST00000420463.7	3	1	unique
SAMEA117622252	5453	ENST00000326912.8	3	1	unique
SAMEA117622252	5454	ENST00000423313.6	2	1	unique
SAMEA117622252	5455	ENST00000202773.14|ENST00000216181.11|ENST00000423313.6	2	3	multi
SAMEA117622252	5456	ENST00000202773.14	2	1	unique
SAMEA117622252	5457	ENST00000216181.11	1	1	unique
SAMEA117622252	5458	ENST00000432425.5	2	1	unique
SAMEA117622252	5459	ENST00000503201.1	15	1	unique
SAMEA117622252	5460	transcript168.chr12.nnic	1	1	unique
SAMEA117622252	5461	ENST00000311936.8	1	1	unique
SAMEA117622252	5462	transcript449.chr20.nnic	2	1	unique
SAMEA117622252	5463	ENST00000321757.11	5	1	unique
SAMEA117622252	5464	ENST00000525451.6	32	1	unique
SAMEA117622252	5465	ENST00000394803.9	1	1	unique
SAMEA117622252	5466	ENST00000696046.1	4	1	unique
SAMEA117622252	5467	ENST00000278483.8	1	1	unique
SAMEA117622252	5468	ENST00000527780.8	1	1	unique
SAMEA117622252	5469	ENST00000597705.7	1	1	unique
SAMEA117622252	5470	ENST00000268379.9	1	1	unique
SAMEA117622252	5471	transcript115.chr7.nic	3	1	unique
SAMEA117622252	5472	transcript115.chr7.nic|ENST00000511684.6	1	2	multi
SAMEA117622252	5473	ENST00000511684.6	3	1	unique
SAMEA117622252	5474	ENST00000270792.10	1	1	unique
SAMEA117622252	5475	ENST00000567815.5	70	1	unique
SAMEA117622252	5476	transcript405.chr1.nic	10	1	unique
SAMEA117622252	5477	ENST00000394349.9	2	1	unique
SAMEA117622252	5478	ENST00000394349.9|transcript125.chr7.nnic|ENST00000466501.1	1	3	multi
SAMEA117622252	5479	transcript125.chr7.nnic	2	1	unique
SAMEA117622252	5480	ENST00000466501.1	2	1	unique
SAMEA117622252	5481	ENST00000262418.12	31	1	unique
SAMEA117622252	5482	ENST00000498035.5	3	1	unique
SAMEA117622252	5483	ENST00000381042.9	1	1	unique
SAMEA117622252	5484	ENST00000346333.12	2	1	unique
SAMEA117622252	5485	ENST00000259457.8	1	1	unique
SAMEA117622252	5486	ENST00000281543.6	1	1	unique
SAMEA117622252	5487	ENST00000270517.12	7	1	unique
SAMEA117622252	5488	ENST00000292901.7	1	1	unique
SAMEA117622252	5489	ENST00000261479.9	13	1	unique
SAMEA117622252	5490	ENST00000270233.12	2	1	unique
SAMEA117622252	5491	ENST00000586636.5|transcript1320.chr19.nic|ENST00000270233.12	1	3	multi
SAMEA117622252	5492	ENST00000586636.5	2	1	unique
SAMEA117622252	5493	transcript1320.chr19.nic	1	1	unique
SAMEA117622252	5494	ENST00000381473.7	1	1	unique
SAMEA117622252	5495	ENST00000294360.5	2	1	unique
SAMEA117622252	5496	ENST00000268719.9	1	1	unique
SAMEA117622252	5497	ENST00000397806.1	1	1	unique
SAMEA117622252	5498	ENST00000262507.11	2	1	unique
SAMEA117622252	5499	ENST00000264972.10	2	1	unique
SAMEA117622252	5500	ENST00000585685.5	4	1	unique
SAMEA117622252	5501	ENST00000368716.9	15	1	unique
SAMEA117622252	5502	ENST00000534624.6	6	1	unique
SAMEA117622252	5503	ENST00000371464.8	1	1	unique
SAMEA117622252	5504	transcript1125.chr11.nnic	1	1	unique
SAMEA117622252	5505	ENST00000368738.4|transcript1125.chr11.nnic	3	2	multi
SAMEA117622252	5506	ENST00000371361.3	1	1	unique
SAMEA117622252	5507	ENST00000368738.4	15	1	unique
SAMEA117622252	5508	ENST00000585090.1	3	1	unique
SAMEA117622252	5509	ENST00000497142.2	3	1	unique
SAMEA117622252	5510	ENST00000502346.2	2	1	unique
SAMEA117622252	5511	ENST00000250498.9	3	1	unique
SAMEA117622252	5512	ENST00000252102.9	1	1	unique
SAMEA117622252	5513	ENST00000229390.8	1	1	unique
SAMEA117622252	5514	ENST00000510146.5	4	1	unique
SAMEA117622252	5515	ENST00000367669.8	1	1	unique
SAMEA117622252	5516	ENST00000514146.1	5	1	unique
SAMEA117622252	5517	ENST00000518982.5	3	1	unique
SAMEA117622252	5518	ENST00000523094.5	2	1	unique
SAMEA117622252	5519	transcript530.chr1.nic	2	1	unique
SAMEA117622252	5520	transcript530.chr1.nic|ENST00000265069.13	1	2	multi
SAMEA117622252	5521	ENST00000265069.13	1	1	unique
SAMEA117622252	5522	ENST00000267202.7	2	1	unique
SAMEA117622252	5523	ENST00000200453.6	1	1	unique
SAMEA117622252	5524	ENST00000326837.6	2	1	unique
SAMEA117622252	5525	transcript645.chr2.nnic	21	1	unique
SAMEA117622252	5526	ENST00000339624.9	30	1	unique
SAMEA117622252	5527	ENST00000532114.6	2	1	unique
SAMEA117622252	5528	ENST00000258761.8	1	1	unique
SAMEA117622252	5529	transcript114.chr21.nic	2	1	unique
SAMEA117622252	5530	ENST00000472184.1	1	1	unique
SAMEA117622252	5531	ENST00000261798.10	1	1	unique
SAMEA117622252	5532	ENST00000272227.8	1	1	unique
SAMEA117622252	5533	ENST00000395119.7	1	1	unique
SAMEA117622252	5534	ENST00000273258.4	1	1	unique
SAMEA117622252	5535	ENST00000250124.11	1	1	unique
SAMEA117622252	5536	ENST00000543189.5	3	1	unique
SAMEA117622252	5537	ENST00000481123.1	1	1	unique
SAMEA117622252	5538	ENST00000544627.5	2	1	unique
SAMEA117622252	5539	ENST00000343813.10	1	1	unique
SAMEA117622252	5540	ENST00000547754.6	3	1	unique
SAMEA117622252	5541	transcript363.chr1.nnic	2	1	unique
SAMEA117622252	5542	ENST00000549970.5	7	1	unique
SAMEA117622252	5543	ENST00000550550.5	3	1	unique
SAMEA117622252	5544	ENST00000372360.9	2	1	unique
SAMEA117622252	5545	ENST00000474319.1	1	1	unique
SAMEA117622252	5546	ENST00000370873.9	32	1	unique
SAMEA117622252	5547	ENST00000258416.8	57	1	unique
SAMEA117622252	5548	ENST00000672480.1	1	1	unique
SAMEA117622252	5549	transcript978.chr7.nic	1	1	unique
SAMEA117622252	5550	ENST00000344337.11	1	1	unique
SAMEA117622252	5551	transcript365.chr17.nnic	1	1	unique
SAMEA117622252	5552	ENST00000257347.9	1	1	unique
SAMEA117622252	5553	ENST00000262027.10	5	1	unique
SAMEA117622252	5554	ENST00000555345.5	2	1	unique
SAMEA117622252	5555	ENST00000558582.5	5	1	unique
SAMEA117622252	5556	ENST00000563924.6	2	1	unique
SAMEA117622252	5557	ENST00000260379.11	2	1	unique
SAMEA117622252	5558	ENST00000266659.8	2	1	unique
SAMEA117622252	5559	transcript444.chr14.nnic	1	1	unique
SAMEA117622252	5560	ENST00000265981.7	2	1	unique
SAMEA117622252	5561	ENST00000175091.5	22	1	unique
SAMEA117622252	5562	ENST00000054666.11	1	1	unique
SAMEA117622252	5563	ENST00000266673.10	1	1	unique
SAMEA117622252	5564	ENST00000318388.11	3	1	unique
SAMEA117622252	5565	ENST00000577363.2	3	1	unique
SAMEA117622252	5566	ENST00000326656.12	2	1	unique
SAMEA117622252	5567	ENST00000265806.12	1	1	unique
SAMEA117622252	5568	transcript2829.chr6.nnic	1	1	unique
SAMEA117622252	5569	transcript1240.chr1.nic|transcript2829.chr6.nnic|ENST00000579788.6	1	3	multi
SAMEA117622252	5570	ENST00000579788.6	4	1	unique
SAMEA117622252	5571	transcript1240.chr1.nic	5	1	unique
SAMEA117622252	5572	transcript45.chr10.nnic	1	1	unique
SAMEA117622252	5573	ENST00000254301.14	4	1	unique
SAMEA117622252	5574	ENST00000395422.4	2	1	unique
SAMEA117622252	5575	ENST00000453386.7	1	1	unique
SAMEA117622252	5576	ENST00000452533.6	3	1	unique
SAMEA117622252	5577	ENST00000348547.7	6	1	unique
SAMEA117622252	5578	ENST00000374882.8	165	1	unique
SAMEA117622252	5579	ENST00000374298.4	1	1	unique
SAMEA117622252	5580	ENST00000345358.12	1	1	unique
SAMEA117622252	5581	ENST00000449223.3	2	1	unique
SAMEA117622252	5582	ENST00000589488.5	2	1	unique
SAMEA117622252	5583	ENST00000391851.8	1	1	unique
SAMEA117622252	5584	ENST00000217131.6	4	1	unique
SAMEA117622252	5585	ENST00000416518.1	15	1	unique
SAMEA117622252	5586	ENST00000593455.5	2	1	unique
SAMEA117622252	5587	ENST00000448151.2	1	1	unique
SAMEA117622252	5588	ENST00000447750.7	1	1	unique
SAMEA117622252	5589	ENST00000443094.3	2	1	unique
SAMEA117622252	5590	ENST00000265965.10	1	1	unique
SAMEA117622252	5591	ENST00000361264.9	1	1	unique
SAMEA117622252	5592	ENST00000341162.8	2	1	unique
SAMEA117622252	5593	transcript1666.chr1.nnic	1	1	unique
SAMEA117622252	5594	ENST00000489915.1	1	1	unique
SAMEA117622252	5595	transcript490.chr8.nic	3	1	unique
SAMEA117622252	5596	ENST00000440863.7	1	1	unique
SAMEA117622252	5597	ENST00000360840.9	1	1	unique
SAMEA117622252	5598	ENST00000606971.6	2	1	unique
SAMEA117622252	5599	transcript590.chr19.nnic	1	1	unique
SAMEA117622252	5600	transcript684.chr8.nnic	1	1	unique
SAMEA117622252	5601	ENST00000611959.2	2	1	unique
SAMEA117622252	5602	ENST00000328879.9	6	1	unique
SAMEA117622252	5603	ENST00000262134.10	1	1	unique
SAMEA117622252	5604	ENST00000263997.11	1	1	unique
SAMEA117622252	5605	ENST00000333151.5	1	1	unique
SAMEA117622252	5606	ENST00000380728.7	1	1	unique
SAMEA117622252	5607	ENST00000378034.7	1	1	unique
SAMEA117622252	5608	ENST00000264995.8	1	1	unique
SAMEA117622252	5609	ENST00000439590.6	1	1	unique
SAMEA117622252	5610	ENST00000370383.5	1	1	unique
SAMEA117622252	5611	ENST00000618336.4	6	1	unique
SAMEA117622252	5612	ENST00000270625.7	1	1	unique
SAMEA117622252	5613	ENST00000256644.8	2	1	unique
SAMEA117622252	5614	ENST00000353334.11	3	1	unique
SAMEA117622252	5615	ENST00000475947.7	1	1	unique
SAMEA117622252	5616	ENST00000265245.10	12	1	unique
SAMEA117622252	5617	ENST00000368404.9	1	1	unique
SAMEA117622252	5618	transcript2633.chr6.nnic	1	1	unique
SAMEA117622252	5619	ENST00000272317.11	1	1	unique
SAMEA117622252	5620	ENST00000584164.6	1	1	unique
SAMEA117622252	5621	ENST00000266085.7	38	1	unique
SAMEA117622252	5622	ENST00000221957.9	1	1	unique
SAMEA117622252	5623	ENST00000264538.4	10	1	unique
SAMEA117622252	5624	ENST00000410022.7	1	1	unique
SAMEA117622252	5625	ENST00000638767.1	2	1	unique
SAMEA117622252	5626	ENST00000266483.7	5	1	unique
SAMEA117622252	5627	ENST00000374980.3	9	1	unique
SAMEA117622252	5628	ENST00000267484.10	1	1	unique
SAMEA117622252	5629	ENST00000247970.9	1	1	unique
SAMEA117622252	5630	ENST00000256015.5	1	1	unique
SAMEA117622252	5631	ENST00000414274.7	1	1	unique
SAMEA117622252	5632	ENST00000643116.3	2	1	unique
SAMEA117622252	5633	ENST00000370509.5	1	1	unique
SAMEA117622252	5634	ENST00000370509.5|ENST00000219345.10	1	2	multi
SAMEA117622252	5635	ENST00000219345.10	1	1	unique
SAMEA117622252	5636	ENST00000360605.8	1	1	unique
SAMEA117622252	5637	ENST00000216185.7	3	1	unique
SAMEA117622252	5638	ENST00000354250.7	1	1	unique
SAMEA117622252	5639	ENST00000264424.13	1	1	unique
SAMEA117622252	5640	ENST00000265322.8	1	1	unique
SAMEA117622252	5641	ENST00000265728.6	9	1	unique
SAMEA117622252	5642	transcript567.chr5.nic	1	1	unique
SAMEA117622252	5643	ENST00000269980.7|ENST00000266000.10	1	2	multi
SAMEA117622252	5644	ENST00000403627.7	1	1	unique
SAMEA117622252	5645	ENST00000621411.3	4	1	unique
SAMEA117622252	5646	ENST00000650184.2	2	1	unique
SAMEA117622252	5647	ENST00000308595.10	4	1	unique
SAMEA117622252	5648	ENST00000265563.13	1	1	unique
SAMEA117622252	5649	ENST00000530758.2	3	1	unique
SAMEA117622252	5650	transcript424.chrX.nic	8	1	unique
SAMEA117622252	5651	ENST00000652042.1	2	1	unique
SAMEA117622252	5652	transcript406.chr10.nic	32	1	unique
SAMEA117622252	5653	ENST00000265036.10	3	1	unique
SAMEA117622252	5654	ENST00000247003.9	5	1	unique
SAMEA117622252	5655	ENST00000215375.7	3	1	unique
SAMEA117622252	5656	ENST00000652027.2	1	1	unique
SAMEA117622252	5657	ENST00000368868.10	1	1	unique
SAMEA117622252	5658	ENST00000267622.8	2	1	unique
SAMEA117622252	5659	ENST00000247194.9	1	1	unique
SAMEA117622252	5660	ENST00000401418.2	8	1	unique
SAMEA117622252	5661	ENST00000666432.3	2	1	unique
SAMEA117622252	5662	ENST00000671039.2	4	1	unique
SAMEA117622252	5663	ENST00000672951.1	2	1	unique
SAMEA117622252	5664	ENST00000266529.8	5	1	unique
SAMEA117622252	5665	ENST00000675206.1	3	1	unique
SAMEA117622252	5666	ENST00000265304.11	2	1	unique
SAMEA117622252	5667	ENST00000676874.1	2	1	unique
SAMEA117622252	5668	ENST00000380377.9	1	1	unique
SAMEA117622252	5669	ENST00000553521.5	2	1	unique
SAMEA117622252	5670	ENST00000544547.6	1	1	unique
SAMEA117622252	5671	ENST00000677806.1	2	1	unique
SAMEA117622252	5672	ENST00000374202.7	2	1	unique
SAMEA117622252	5673	ENST00000367034.5	46	1	unique
SAMEA117622252	5674	ENST00000680087.1	3	1	unique
SAMEA117622252	5675	ENST00000681947.1	2	1	unique
SAMEA117622252	5676	ENST00000265164.7	1	1	unique
SAMEA117622252	5677	ENST00000683187.1	2	1	unique
SAMEA117622252	5678	ENST00000585809.6	1	1	unique
SAMEA117622252	5679	ENST00000265395.7	1	1	unique
SAMEA117622252	5680	ENST00000683975.1	2	1	unique
SAMEA117622252	5681	ENST00000395042.2	6	1	unique
SAMEA117622252	5682	ENST00000270502.7	5	1	unique
SAMEA117622252	5683	transcript1016.chr3.nic	1	1	unique
SAMEA117622252	5684	ENST00000361436.10	2	1	unique
SAMEA117622252	5685	ENST00000271764.7	1	1	unique
SAMEA117622252	5686	ENST00000349139.6	2	1	unique
SAMEA117622252	5687	ENST00000265689.9	2	1	unique
SAMEA117622252	5688	ENST00000347785.8	2	1	unique
SAMEA117622252	5689	ENST00000409685.4	1	1	unique
SAMEA117622252	5690	ENST00000475269.5	69	1	unique
SAMEA117622252	5691	transcript4.chr11.nnic	12	1	unique
SAMEA117622252	5692	ENST00000430157.6	3	1	unique
SAMEA117622252	5693	ENST00000309311.7|ENST00000373943.9	1	2	multi
SAMEA117622252	5694	ENST00000264827.9|ENST00000373394.8	1	2	multi
SAMEA117622252	5695	ENST00000692217.1	2	1	unique
SAMEA117622252	5696	ENST00000494131.6	2	1	unique
SAMEA117622252	5697	ENST00000694912.1	2	1	unique
SAMEA117622252	5698	ENST00000389017.6	10	1	unique
SAMEA117622252	5699	ENST00000696214.1	2	1	unique
SAMEA117622252	5700	ENST00000698248.1	4	1	unique
SAMEA117622252	5701	ENST00000292566.4	1	1	unique
SAMEA117622252	5702	ENST00000699296.1	3	1	unique
SAMEA117622252	5703	ENST00000357814.8	1	1	unique
SAMEA117622252	5704	ENST00000699960.1	29	1	unique
SAMEA117622252	5705	ENST00000496817.5	1	1	unique
SAMEA117622252	5706	ENST00000269385.9	14	1	unique
SAMEA117622252	5707	ENST00000702436.2	14	1	unique
SAMEA117622252	5708	ENST00000703016.2	2	1	unique
SAMEA117622252	5709	ENST00000372232.8	1	1	unique
SAMEA117622252	5710	ENST00000702627.2	2	1	unique
SAMEA117622252	5711	ENST00000374433.7	1	1	unique
SAMEA117622252	5712	ENST00000711115.1	2	1	unique
SAMEA117622252	5713	ENST00000711197.1	2	1	unique
SAMEA117622252	5714	ENST00000713949.1	2	1	unique
SAMEA117622252	5715	ENST00000280571.10|ENST00000266970.9	1	2	multi
SAMEA117622252	5716	ENST00000324306.11	1	1	unique
SAMEA117622252	5717	ENST00000718218.1	4	1	unique
SAMEA117622252	5718	ENST00000374656.5	7	1	unique
SAMEA117622252	5719	ENST00000260118.7	4	1	unique
SAMEA117622252	5720	ENST00000555523.6	1	1	unique
SAMEA117622252	5721	ENST00000397443.7	34	1	unique
SAMEA117622252	5722	ENST00000729826.1	2	1	unique
SAMEA117622252	5723	ENST00000381356.9	8	1	unique
SAMEA117622252	5724	transcript276.chr22.nnic	7	1	unique
SAMEA117622252	5725	ENST00000261881.9	1	1	unique
SAMEA117622252	5726	transcript362.chr5.nic	1	1	unique
SAMEA117622252	5727	ENST00000403593.9	10	1	unique
SAMEA117622252	5728	ENST00000750306.1	10	1	unique
SAMEA117622252	5729	ENST00000755553.1	26	1	unique
SAMEA117622252	5730	ENST00000757237.1	91	1	unique
SAMEA117622252	5731	ENST00000764480.1	13	1	unique
SAMEA117622252	5732	ENST00000767433.1	20	1	unique
SAMEA117622252	5733	ENST00000771823.1	11	1	unique
SAMEA117622252	5734	ENST00000375774.3	55	1	unique
SAMEA117622252	5735	ENST00000776494.1	9	1	unique
SAMEA117622252	5736	ENST00000779175.1	56	1	unique
SAMEA117622252	5737	ENST00000377921.7	1	1	unique
SAMEA117622252	5738	ENST00000382592.5	1	1	unique
SAMEA117622252	5739	ENST00000795246.1	17	1	unique
SAMEA117622252	5740	ENST00000375429.8|ENST00000795246.1	1	2	multi
SAMEA117622252	5741	ENST00000375442.8	10	1	unique
SAMEA117622252	5742	ENST00000375429.8	18	1	unique
SAMEA117622252	5743	ENST00000397942.4	1	1	unique
SAMEA117622252	5744	ENST00000495071.6	4	1	unique
SAMEA117622252	5745	ENST00000413569.5	1	1	unique
SAMEA117622252	5746	ENST00000467029.5	3	1	unique
SAMEA117622252	5747	ENST00000504898.5	2	1	unique
SAMEA117622252	5748	ENST00000549260.5	2	1	unique
SAMEA117622252	5749	ENST00000376227.4|ENST00000296464.9	1	2	multi
SAMEA117622252	5750	ENST00000296464.9	6	1	unique
SAMEA117622252	5751	ENST00000366812.6	1	1	unique
SAMEA117622252	5752	ENST00000557612.5	5	1	unique
SAMEA117622252	5753	ENST00000259467.9	4	1	unique
SAMEA117622252	5754	ENST00000273588.9	1	1	unique
SAMEA117622252	5755	ENST00000594157.5	2	1	unique
SAMEA117622252	5756	ENST00000600406.2	3	1	unique
SAMEA117622252	5757	ENST00000274217.4	2	1	unique
SAMEA117622252	5758	ENST00000396776.6	1	1	unique
SAMEA117622252	5759	ENST00000639955.1	2	1	unique
SAMEA117622252	5760	ENST00000368199.8	3	1	unique
SAMEA117622252	5761	ENST00000261024.7	1	1	unique
SAMEA117622252	5762	ENST00000686621.2	3	1	unique
SAMEA117622252	5763	ENST00000689219.2	2	1	unique
SAMEA117622252	5764	ENST00000397061.4	4	1	unique
SAMEA117622252	5765	ENST00000381401.11	5	1	unique
SAMEA117622252	5766	ENST00000589599.5	11	1	unique
SAMEA117622252	5767	ENST00000237500.10|ENST00000589599.5	1	2	multi
SAMEA117622252	5768	ENST00000237500.10	2	1	unique
SAMEA117622252	5769	ENST00000380605.3|ENST00000381571.6	18	2	multi
SAMEA117622252	5770	ENST00000358201.9	2	1	unique
SAMEA117622252	5771	ENST00000379143.10	1	1	unique
SAMEA117622252	5772	ENST00000688000.3	5	1	unique
SAMEA117622252	5773	ENST00000268150.13	1	1	unique
SAMEA117622252	5774	transcript1300.chr6.nnic	48	1	unique
SAMEA117622252	5775	ENST00000397885.3	2	1	unique
SAMEA117622252	5776	ENST00000393085.4|ENST00000271883.9	1	2	multi
SAMEA117622252	5777	transcript1161.chr1.nic	2	1	unique
SAMEA117622252	5778	ENST00000424732.5	2	1	unique
SAMEA117622252	5779	ENST00000588479.6	1	1	unique
SAMEA117622252	5780	transcript146.chr9.nnic	1	1	unique
SAMEA117622252	5781	ENST00000431081.6	2	1	unique
SAMEA117622252	5782	ENST00000435235.6	3	1	unique
SAMEA117622252	5783	ENST00000271732.8	1	1	unique
SAMEA117622252	5784	ENST00000336915.11	1	1	unique
SAMEA117622252	5785	ENST00000234590.10	1	1	unique
SAMEA117622252	5786	ENST00000217426.7	1	1	unique
SAMEA117622252	5787	ENST00000379060.8	1	1	unique
SAMEA117622252	5788	ENST00000446526.8	2	1	unique
SAMEA117622252	5789	ENST00000664196.1	1	1	unique
SAMEA117622252	5790	ENST00000396059.7	2	1	unique
SAMEA117622252	5791	ENST00000317881.9	8	1	unique
SAMEA117622252	5792	ENST00000377139.8	1	1	unique
SAMEA117622252	5793	ENST00000392245.5	1	1	unique
SAMEA117622252	5794	ENST00000269373.11	3	1	unique
SAMEA117622252	5795	transcript641.chr1.nic|ENST00000269373.11	2	2	multi
SAMEA117622252	5796	transcript641.chr1.nic|transcript1113.chr1.nnic|ENST00000269373.11	3	3	multi
SAMEA117622252	5797	transcript1113.chr1.nnic	2	1	unique
SAMEA117622252	5798	transcript641.chr1.nic	1	1	unique
SAMEA117622252	5799	ENST00000374038.7	1	1	unique
SAMEA117622252	5800	ENST00000268533.9	1	1	unique
SAMEA117622252	5801	ENST00000576544.6	1	1	unique
SAMEA117622252	5802	ENST00000520452.5	2	1	unique
SAMEA117622252	5803	ENST00000280154.12	1	1	unique
SAMEA117622252	5804	ENST00000360079.8	3	1	unique
SAMEA117622252	5805	ENST00000360079.8|ENST00000290130.4	1	2	multi
SAMEA117622252	5806	ENST00000290130.4	1	1	unique
SAMEA117622252	5807	ENST00000517545.5	1	1	unique
SAMEA117622252	5808	ENST00000355857.8	2	1	unique
SAMEA117622252	5809	ENST00000285697.9	1	1	unique
SAMEA117622252	5810	ENST00000342166.10	1	1	unique
SAMEA117622252	5811	ENST00000260952.9	2	1	unique
SAMEA117622252	5812	ENST00000362007.6	10	1	unique
SAMEA117622252	5813	ENST00000358514.9	1	1	unique
